,Input.ID_in_set,Input.ID,Input.set,Input.topic,Answer.label.label,guideline,gender,political_orientation,age,english_proficiency,ethnicity,education,speaks_other_language,qualification,binary_labels
2425,25,25,val,cloning,Accept / Con,2,male,4,31_40,very_well,0,2.0,no,3,1
2426,26,26,val,cloning,Reject,2,male,2,31_40,very_well,0,1.0,no,3,0
2427,27,27,val,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2428,28,28,val,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2429,29,29,val,cloning,Reject,2,male,2,31_40,very_well,0,1.0,no,3,0
2430,30,30,val,cloning,Reject,2,male,2,31_40,very_well,0,1.0,no,3,0
2431,31,31,val,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2432,32,32,val,cloning,Reject,2,male,2,31_40,very_well,0,1.0,no,3,0
2433,33,33,val,cloning,Accept / Con,2,male,2,21_30,very_well,,2.0,no,3,1
2434,34,34,val,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2435,35,35,val,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2436,36,36,val,cloning,Accept / Pro,2,male,2,41_50,very_well,0,2.0,no,3,1
2437,37,37,val,cloning,Accept / Con,2,male,4,31_40,very_well,0,2.0,no,3,1
2438,38,38,val,cloning,Accept / Con,2,male,2,41_50,very_well,0,2.0,no,3,1
2439,39,39,val,cloning,Accept / Con,2,male,2,21_30,very_well,,2.0,no,3,1
2440,40,40,val,cloning,Reject,2,male,4,31_40,very_well,0,2.0,no,3,0
2441,41,41,val,cloning,Reject,2,male,4,31_40,very_well,0,2.0,no,3,0
2442,42,42,val,cloning,Reject,2,male,2,31_40,very_well,0,3.0,no,3,0
2443,43,43,val,cloning,Reject,2,male,2,31_40,very_well,0,3.0,no,3,0
2444,44,44,val,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2445,45,45,val,cloning,Accept / Con,2,male,2,31_40,very_well,0,3.0,no,3,1
2446,46,46,val,cloning,Reject,2,male,2,31_40,very_well,0,1.0,no,3,0
2447,47,47,val,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2448,48,48,val,cloning,Accept / Con,2,male,4,31_40,very_well,0,2.0,no,3,1
2449,49,49,val,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2450,456,50,train,cloning,Accept / Con,2,male,2,21_30,very_well,,2.0,no,3,1
2451,102,51,train,cloning,Reject,2,male,4,31_40,very_well,0,2.0,no,3,0
2452,1126,52,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2453,1003,53,train,cloning,Reject,2,male,2,31_40,very_well,0,1.0,no,3,0
2454,914,54,train,cloning,Reject,2,male,2,31_40,very_well,0,3.0,no,3,0
2455,571,55,train,cloning,Reject,2,male,2,31_40,very_well,0,2.0,no,3,0
2456,419,56,train,cloning,Reject,2,male,2,31_40,very_well,0,3.0,no,3,0
2457,356,57,train,cloning,Accept / Con,2,male,2,41_50,very_well,0,2.0,no,3,1
2458,1728,58,train,cloning,Accept / Pro,2,male,2,21_30,very_well,,2.0,no,3,1
2459,130,59,train,cloning,Reject,2,male,2,31_40,very_well,0,1.0,no,3,0
2460,122,60,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2461,383,61,train,cloning,Accept / Con,2,male,2,31_40,very_well,0,3.0,no,3,1
2462,895,62,train,cloning,Reject,2,male,2,31_40,very_well,0,2.0,no,3,0
2463,952,63,train,cloning,Accept / Con,2,male,2,41_50,very_well,0,2.0,no,3,1
2464,2069,64,train,cloning,Accept / Con,2,male,4,31_40,very_well,0,2.0,no,3,1
2465,108,65,train,cloning,Reject,2,male,2,31_40,very_well,0,2.0,no,3,0
2466,814,66,train,cloning,Accept / Pro,2,male,2,31_40,very_well,0,1.0,no,3,1
2467,1718,67,train,cloning,Reject,2,male,2,31_40,very_well,0,1.0,no,3,0
2468,902,68,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2469,1839,69,train,cloning,Reject,2,male,3,31_40,not_well,6,3.0,no,3,0
2470,1139,70,train,cloning,Accept / Con,2,male,2,31_40,very_well,0,2.0,no,3,1
2471,26,71,train,cloning,Accept / Con,2,male,2,41_50,very_well,0,2.0,no,3,1
2472,653,72,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2473,1731,73,train,cloning,Accept / Con,2,male,4,31_40,very_well,0,2.0,no,3,1
2474,1393,74,train,cloning,Reject,2,male,2,31_40,very_well,0,1.0,no,3,0
2475,1138,75,train,cloning,Reject,2,male,2,31_40,very_well,0,1.0,no,3,0
2476,636,76,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2477,881,77,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2478,1378,78,train,cloning,Reject,2,male,2,31_40,very_well,0,2.0,no,3,0
2479,418,79,train,cloning,Accept / Con,2,male,2,41_50,very_well,0,2.0,no,3,1
2480,379,80,train,cloning,Accept / Pro,2,male,2,21_30,very_well,,2.0,no,3,1
2481,1556,81,train,cloning,Reject,2,male,2,41_50,very_well,0,2.0,no,3,0
2482,396,82,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2483,1470,83,train,cloning,Accept / Con,2,male,2,21_30,very_well,,2.0,no,3,1
2484,1408,84,train,cloning,Reject,2,male,2,31_40,very_well,0,3.0,no,3,0
2485,1083,85,train,cloning,Accept / Con,2,male,2,31_40,very_well,0,3.0,no,3,1
2486,177,86,train,cloning,Accept / Con,2,male,3,31_40,not_well,6,3.0,no,3,1
2487,1881,87,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2488,511,88,train,cloning,Accept / Con,2,male,4,31_40,very_well,0,2.0,no,3,1
2489,1550,89,train,cloning,Accept / Pro,2,male,2,21_30,very_well,,2.0,no,3,1
2490,322,90,train,cloning,Accept / Con,2,male,2,31_40,very_well,0,3.0,no,3,1
2491,1200,91,train,cloning,Reject,2,male,2,31_40,very_well,0,3.0,no,3,0
2492,1481,92,train,cloning,Accept / Pro,2,male,2,41_50,very_well,0,2.0,no,3,1
2493,787,93,train,cloning,Reject,2,male,4,31_40,very_well,0,2.0,no,3,0
2494,284,94,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2495,187,95,train,cloning,Accept / Con,2,male,2,31_40,very_well,0,1.0,no,3,1
2496,933,96,train,cloning,Reject,2,male,2,31_40,very_well,0,1.0,no,3,0
2497,1185,97,train,cloning,Accept / Con,2,male,4,31_40,very_well,0,2.0,no,3,1
2498,326,98,train,cloning,Accept / Con,2,male,2,41_50,very_well,0,2.0,no,3,1
2499,953,99,train,cloning,Accept / Pro,2,male,2,31_40,very_well,0,3.0,no,3,1
2500,413,100,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2501,1857,101,train,cloning,Reject,2,male,4,31_40,very_well,0,2.0,no,3,0
2502,1494,102,train,cloning,Accept / Con,2,male,2,41_50,very_well,0,2.0,no,3,1
2503,666,103,train,cloning,Reject,2,male,4,31_40,very_well,0,2.0,no,3,0
2504,1516,104,train,cloning,Accept / Pro,2,male,2,21_30,very_well,,2.0,no,3,1
2505,1455,105,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2506,858,106,train,cloning,Reject,2,male,2,31_40,very_well,0,1.0,no,3,0
2507,1093,107,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2508,292,108,train,cloning,Accept / Con,2,male,2,41_50,very_well,0,2.0,no,3,1
2509,700,109,train,cloning,Reject,2,male,2,31_40,very_well,0,1.0,no,3,0
2510,1002,110,train,cloning,Accept / Con,2,male,2,31_40,very_well,0,1.0,no,3,1
2511,669,111,train,cloning,Reject,2,male,2,31_40,very_well,0,3.0,no,3,0
2512,1893,112,train,cloning,Reject,2,male,2,31_40,very_well,0,1.0,no,3,0
2513,1554,113,train,cloning,Accept / Con,2,male,2,21_30,very_well,,2.0,no,3,1
2514,1105,114,train,cloning,Accept / Pro,2,male,2,41_50,very_well,0,2.0,no,3,1
2515,899,115,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2516,1328,116,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2517,229,117,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2518,938,118,train,cloning,Accept / Pro,2,male,3,31_40,not_well,6,3.0,no,3,1
2519,131,119,train,cloning,Reject,2,male,2,31_40,very_well,0,3.0,no,3,0
2520,1292,120,train,cloning,Accept / Con,2,male,2,21_30,very_well,,2.0,no,3,1
2521,1643,121,train,cloning,Reject,2,male,2,31_40,very_well,0,1.0,no,3,0
2522,1096,122,train,cloning,Reject,2,male,2,31_40,very_well,0,1.0,no,3,0
2523,271,123,train,cloning,Reject,2,male,2,21_30,very_well,0,2.0,no,3,0
2524,864,124,train,cloning,Reject,2,male,2,31_40,very_well,0,2.0,no,3,0
2525,1288,125,train,cloning,Accept / Pro,2,male,2,41_50,very_well,0,2.0,no,3,1
2526,870,126,train,cloning,Accept / Con,2,male,2,31_40,very_well,0,1.0,no,3,1
2527,2044,127,train,cloning,Reject,2,male,2,31_40,very_well,0,3.0,no,3,0
2528,1620,128,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2529,1879,129,train,cloning,Accept / Pro,2,male,3,31_40,not_well,6,3.0,no,3,1
2530,585,130,train,cloning,Reject,2,male,2,31_40,very_well,0,1.0,no,3,0
2531,1084,131,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2532,1010,132,train,cloning,Reject,2,male,2,31_40,very_well,0,1.0,no,3,0
2533,1076,133,train,cloning,Accept / Con,2,male,2,21_30,very_well,,2.0,no,3,1
2534,1754,134,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2535,1635,135,train,cloning,Reject,2,male,4,31_40,very_well,0,2.0,no,3,0
2536,1482,136,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2537,898,137,train,cloning,Accept / Con,2,male,2,21_30,very_well,,2.0,no,3,1
2538,566,138,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2539,2087,139,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2540,2021,140,train,cloning,Accept / Con,2,male,2,21_30,very_well,,2.0,no,3,1
2541,372,141,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2542,192,142,train,cloning,Accept / Pro,2,male,3,31_40,not_well,6,3.0,no,3,1
2543,449,143,train,cloning,Reject,2,male,2,31_40,very_well,0,2.0,no,3,0
2544,626,144,train,cloning,Accept / Pro,2,male,4,31_40,very_well,0,2.0,no,3,1
2545,655,145,train,cloning,Accept / Con,2,male,4,31_40,very_well,0,2.0,no,3,1
2546,1729,146,train,cloning,Reject,2,male,2,31_40,very_well,0,2.0,no,3,0
2547,260,147,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2548,1576,148,train,cloning,Accept / Pro,2,male,4,31_40,very_well,0,2.0,no,3,1
2549,1563,149,train,cloning,Accept / Pro,2,male,2,31_40,very_well,0,1.0,no,3,1
2550,1917,150,train,cloning,Accept / Pro,2,male,2,31_40,very_well,0,1.0,no,3,1
2551,2167,151,train,cloning,Reject,2,male,2,31_40,very_well,0,3.0,no,3,0
2552,1029,152,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2553,47,153,train,cloning,Accept / Pro,2,male,3,31_40,not_well,6,3.0,no,3,1
2554,469,154,train,cloning,Accept / Con,2,male,2,41_50,very_well,0,2.0,no,3,1
2555,1092,155,train,cloning,Reject,2,male,2,31_40,very_well,0,1.0,no,3,0
2556,1202,156,train,cloning,Reject,2,male,2,31_40,very_well,0,1.0,no,3,0
2557,1780,157,train,cloning,Accept / Con,2,male,3,31_40,not_well,6,3.0,no,3,1
2558,647,158,train,cloning,Accept / Con,2,male,2,31_40,very_well,0,1.0,no,3,1
2559,1858,159,train,cloning,Accept / Con,2,male,2,21_30,very_well,,2.0,no,3,1
2560,13,160,train,cloning,Accept / Pro,2,male,2,31_40,very_well,0,1.0,no,3,1
2561,1078,161,train,cloning,Accept / Con,2,male,2,31_40,very_well,0,1.0,no,3,1
2562,2050,162,train,cloning,Reject,2,male,3,31_40,not_well,6,3.0,no,3,0
2563,731,163,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2564,2079,164,train,cloning,Accept / Con,2,male,2,21_30,very_well,,2.0,no,3,1
2565,435,165,train,cloning,Reject,2,male,2,31_40,very_well,0,1.0,no,3,0
2566,1222,166,train,cloning,Reject,2,male,4,31_40,very_well,0,2.0,no,3,0
2567,1531,167,train,cloning,Reject,2,male,2,31_40,very_well,0,1.0,no,3,0
2568,661,168,train,cloning,Reject,2,male,4,31_40,very_well,0,2.0,no,3,0
2569,2172,169,train,cloning,Accept / Pro,2,male,3,31_40,not_well,6,3.0,no,3,1
2570,2,170,train,cloning,Accept / Pro,2,male,4,31_40,very_well,0,2.0,no,3,1
2571,1327,171,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2572,2001,172,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2573,79,173,train,cloning,Reject,2,male,2,31_40,very_well,0,3.0,no,3,0
2574,458,174,train,cloning,Accept / Con,2,male,4,31_40,very_well,0,2.0,no,3,1
2575,1486,175,train,cloning,Accept / Pro,2,male,2,31_40,very_well,0,3.0,no,3,1
2576,1259,176,train,cloning,Reject,2,male,2,31_40,very_well,0,3.0,no,3,0
2577,980,177,train,cloning,Accept / Pro,2,male,2,31_40,very_well,0,1.0,no,3,1
2578,237,178,train,cloning,Accept / Con,2,male,4,31_40,very_well,0,2.0,no,3,1
2579,986,179,train,cloning,Accept / Pro,2,male,2,21_30,very_well,0,2.0,no,3,1
2580,350,180,train,cloning,Accept / Pro,2,male,4,31_40,very_well,0,2.0,no,3,1
2581,1990,181,train,cloning,Accept / Con,2,male,2,21_30,very_well,,2.0,no,3,1
2582,283,182,train,cloning,Accept / Con,2,male,2,21_30,very_well,,2.0,no,3,1
2583,2181,183,train,cloning,Accept / Con,2,male,2,31_40,very_well,0,1.0,no,3,1
2584,515,184,train,cloning,Accept / Con,2,male,2,21_30,very_well,,2.0,no,3,1
2585,525,185,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2586,1946,186,train,cloning,Accept / Con,2,male,2,31_40,very_well,0,1.0,no,3,1
2587,676,187,train,cloning,Reject,2,male,4,31_40,very_well,0,2.0,no,3,0
2588,1085,188,train,cloning,Reject,2,male,2,31_40,very_well,0,1.0,no,3,0
2589,2161,189,train,cloning,Reject,2,male,2,31_40,very_well,0,3.0,no,3,0
2590,1733,190,train,cloning,Reject,2,male,3,31_40,not_well,6,3.0,no,3,0
2591,867,191,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2592,823,192,train,cloning,Accept / Con,2,male,2,41_50,very_well,0,2.0,no,3,1
2593,1276,193,train,cloning,Reject,2,male,2,31_40,very_well,0,2.0,no,3,0
2594,1634,194,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2595,1529,195,train,cloning,Accept / Con,2,male,2,21_30,very_well,,2.0,no,3,1
2596,1794,196,train,cloning,Reject,2,male,4,31_40,very_well,0,2.0,no,3,0
2597,2119,197,train,cloning,Reject,2,male,2,31_40,very_well,0,1.0,no,3,0
2598,1849,198,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2599,495,199,train,cloning,Reject,2,male,4,31_40,very_well,0,2.0,no,3,0
2600,1015,200,train,cloning,Reject,2,male,2,31_40,very_well,0,1.0,no,3,0
2601,920,201,train,cloning,Reject,2,male,2,31_40,very_well,0,3.0,no,3,0
2602,262,202,train,cloning,Accept / Con,2,male,2,41_50,very_well,0,2.0,no,3,1
2603,1384,203,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2604,86,204,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2605,942,205,train,cloning,Reject,2,male,2,31_40,very_well,0,3.0,no,3,0
2606,29,206,train,cloning,Accept / Pro,2,male,2,31_40,very_well,0,1.0,no,3,1
2607,290,207,train,cloning,Accept / Pro,2,male,2,31_40,very_well,0,1.0,no,3,1
2608,241,208,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2609,937,209,train,cloning,Reject,2,male,2,31_40,very_well,0,1.0,no,3,0
2610,276,210,train,cloning,Reject,2,male,2,41_50,very_well,0,2.0,no,3,0
2611,128,211,train,cloning,Reject,2,male,2,31_40,very_well,0,1.0,no,3,0
2612,1353,212,train,cloning,Reject,2,male,4,31_40,very_well,0,2.0,no,3,0
2613,2105,213,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2614,974,214,train,cloning,Reject,2,male,2,31_40,very_well,0,1.0,no,3,0
2615,1140,215,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2616,1988,216,train,cloning,Reject,2,male,2,31_40,very_well,0,3.0,no,3,0
2617,877,217,train,cloning,Reject,2,male,2,31_40,very_well,0,3.0,no,3,0
2618,541,218,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2619,1936,219,train,cloning,Accept / Pro,2,male,2,21_30,very_well,,2.0,no,3,1
2620,995,220,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2621,1937,221,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2622,1667,222,train,cloning,Accept / Con,2,male,2,41_50,very_well,0,2.0,no,3,1
2623,779,223,train,cloning,Reject,2,male,2,41_50,very_well,0,2.0,no,3,0
2624,386,224,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2625,397,225,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2626,1765,226,train,cloning,Accept / Con,2,male,2,21_30,very_well,,2.0,no,3,1
2627,1451,227,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2628,1734,228,train,cloning,Reject,2,male,2,41_50,very_well,0,2.0,no,3,0
2629,1683,229,train,cloning,Accept / Con,2,male,2,31_40,very_well,0,3.0,no,3,1
2630,1912,230,train,cloning,Reject,2,male,4,31_40,very_well,0,2.0,no,3,0
2631,221,231,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2632,403,232,train,cloning,Accept / Pro,2,male,2,21_30,very_well,,2.0,no,3,1
2633,248,233,train,cloning,Accept / Pro,2,male,3,31_40,not_well,6,3.0,no,3,1
2634,1649,234,train,cloning,Accept / Pro,2,male,4,31_40,very_well,0,2.0,no,3,1
2635,1389,235,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2636,447,236,train,cloning,Reject,2,male,4,31_40,very_well,0,2.0,no,3,0
2637,1018,237,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2638,784,238,train,cloning,Accept / Pro,2,male,2,21_30,very_well,,2.0,no,3,1
2639,1837,239,train,cloning,Accept / Con,2,male,2,41_50,very_well,0,2.0,no,3,1
2640,574,240,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2641,751,241,train,cloning,Accept / Con,2,male,2,31_40,very_well,0,3.0,no,3,1
2642,1894,242,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2643,1023,243,train,cloning,Reject,2,male,4,31_40,very_well,0,2.0,no,3,0
2644,308,244,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2645,1815,245,train,cloning,Reject,2,male,2,31_40,very_well,0,1.0,no,3,0
2646,401,246,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2647,207,247,train,cloning,Accept / Con,2,male,4,31_40,very_well,0,2.0,no,3,1
2648,60,248,train,cloning,Reject,2,male,2,31_40,very_well,0,3.0,no,3,0
2649,382,249,train,cloning,Reject,2,male,4,31_40,very_well,0,2.0,no,3,0
2650,968,250,train,cloning,Accept / Con,2,male,2,41_50,very_well,0,2.0,no,3,1
2651,681,251,train,cloning,Accept / Con,2,male,2,21_30,very_well,,2.0,no,3,1
2652,1664,252,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2653,1989,253,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2654,1971,254,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2655,875,255,train,cloning,Accept / Con,2,male,2,41_50,very_well,0,2.0,no,3,1
2656,1642,256,train,cloning,Reject,2,male,2,31_40,very_well,0,3.0,no,3,0
2657,240,257,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2658,674,258,train,cloning,Accept / Pro,2,male,4,31_40,very_well,0,2.0,no,3,1
2659,1552,259,train,cloning,Reject,2,male,2,41_50,very_well,0,2.0,no,3,0
2660,8,260,train,cloning,Accept / Con,2,male,2,21_30,very_well,,2.0,no,3,1
2661,1599,261,train,cloning,Accept / Con,2,male,2,31_40,very_well,0,1.0,no,3,1
2662,1086,262,train,cloning,Reject,2,male,3,31_40,not_well,6,3.0,no,3,0
2663,1863,263,train,cloning,Reject,2,male,2,31_40,very_well,0,3.0,no,3,0
2664,1168,264,train,cloning,Reject,2,male,4,31_40,very_well,0,2.0,no,3,0
2665,1732,265,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2666,1993,266,train,cloning,Accept / Con,2,male,2,41_50,very_well,0,2.0,no,3,1
2667,634,267,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2668,777,268,train,cloning,Accept / Con,2,male,2,31_40,very_well,0,1.0,no,3,1
2669,1215,269,train,cloning,Reject,2,male,2,31_40,very_well,0,1.0,no,3,0
2670,891,270,train,cloning,Accept / Con,2,male,2,31_40,very_well,0,2.0,no,3,1
2671,239,271,train,cloning,Accept / Con,2,male,2,21_30,very_well,,2.0,no,3,1
2672,249,272,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2673,1284,273,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2674,234,274,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2675,205,275,train,cloning,Accept / Con,2,male,2,21_30,very_well,,2.0,no,3,1
2676,1952,276,train,cloning,Reject,2,male,2,31_40,very_well,0,1.0,no,3,0
2677,2059,277,train,cloning,Reject,2,male,2,31_40,very_well,0,1.0,no,3,0
2678,2175,278,train,cloning,Reject,2,male,2,21_30,very_well,0,2.0,no,3,0
2679,644,279,train,cloning,Accept / Con,2,male,2,31_40,very_well,0,2.0,no,3,1
2680,232,280,train,cloning,Accept / Pro,2,male,4,31_40,very_well,0,2.0,no,3,1
2681,2080,281,train,cloning,Accept / Pro,2,male,2,21_30,very_well,0,2.0,no,3,1
2682,328,282,train,cloning,Accept / Pro,2,male,4,31_40,very_well,0,2.0,no,3,1
2683,761,283,train,cloning,Reject,2,male,2,41_50,very_well,0,2.0,no,3,0
2684,280,284,train,cloning,Accept / Con,2,male,2,31_40,very_well,0,1.0,no,3,1
2685,278,285,train,cloning,Accept / Con,2,male,2,21_30,very_well,,2.0,no,3,1
2686,963,286,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2687,1653,287,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2688,491,288,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2689,1008,289,train,cloning,Accept / Pro,2,male,2,21_30,very_well,,2.0,no,3,1
2690,162,290,train,cloning,Accept / Con,2,male,2,31_40,very_well,0,1.0,no,3,1
2691,335,291,train,cloning,Accept / Con,2,male,2,21_30,very_well,,2.0,no,3,1
2692,1717,292,train,cloning,Accept / Con,2,male,2,21_30,very_well,,2.0,no,3,1
2693,2141,293,train,cloning,Reject,2,male,2,31_40,very_well,0,1.0,no,3,0
2694,1295,294,train,cloning,Accept / Con,2,male,2,31_40,very_well,0,1.0,no,3,1
2695,1068,295,train,cloning,Reject,2,male,2,41_50,very_well,0,2.0,no,3,0
2696,836,296,train,cloning,Accept / Pro,2,male,2,41_50,very_well,0,2.0,no,3,1
2697,1286,297,train,cloning,Reject,2,male,2,31_40,very_well,0,3.0,no,3,0
2698,977,298,train,cloning,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2699,1087,299,train,cloning,Accept / Con,2,male,2,41_50,very_well,0,2.0,no,3,1
2700,0,300,val,minimum wage,Reject,2,male,4,31_40,very_well,0,2.0,no,3,0
2701,1,301,val,minimum wage,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2702,2,302,val,minimum wage,Accept / Con,2,male,2,31_40,very_well,0,1.0,no,3,1
2703,3,303,val,minimum wage,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2704,4,304,val,minimum wage,Reject,2,male,2,31_40,very_well,0,2.0,no,3,0
2705,5,305,val,minimum wage,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2706,6,306,val,minimum wage,Accept / Pro,2,male,2,41_50,very_well,0,2.0,no,3,1
2707,7,307,val,minimum wage,Reject,2,male,4,31_40,very_well,0,2.0,no,3,0
2708,8,308,val,minimum wage,Reject,2,male,2,31_40,very_well,0,1.0,no,3,0
2709,9,309,val,minimum wage,Reject,2,male,2,31_40,very_well,0,1.0,no,3,0
2710,10,310,val,minimum wage,Accept / Pro,2,male,2,21_30,very_well,,2.0,no,3,1
2711,11,311,val,minimum wage,Accept / Con,2,male,2,41_50,very_well,0,2.0,no,3,1
2712,12,312,val,minimum wage,Accept / Pro,2,male,4,31_40,very_well,0,2.0,no,3,1
2713,13,313,val,minimum wage,Accept / Con,2,male,2,31_40,very_well,0,1.0,no,3,1
2714,14,314,val,minimum wage,Accept / Pro,2,male,2,31_40,very_well,0,1.0,no,3,1
2715,15,315,val,minimum wage,Accept / Con,2,male,2,41_50,very_well,0,2.0,no,3,1
2716,16,316,val,minimum wage,Accept / Pro,2,male,3,31_40,not_well,6,3.0,no,3,1
2717,17,317,val,minimum wage,Accept / Pro,2,male,2,41_50,very_well,0,2.0,no,3,1
2718,18,318,val,minimum wage,Reject,2,male,2,31_40,very_well,0,1.0,no,3,0
2719,19,319,val,minimum wage,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2720,20,320,val,minimum wage,Reject,2,male,2,31_40,very_well,0,1.0,no,3,0
2721,21,321,val,minimum wage,Reject,2,male,2,31_40,very_well,0,1.0,no,3,0
2722,22,322,val,minimum wage,Reject,2,male,4,31_40,very_well,0,2.0,no,3,0
2723,23,323,val,minimum wage,Reject,2,male,2,31_40,very_well,0,3.0,no,3,0
2724,24,324,val,minimum wage,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2725,25,325,val,minimum wage,Reject,2,male,2,31_40,very_well,0,1.0,no,3,0
2726,26,326,val,minimum wage,Accept / Con,2,male,3,31_40,not_well,6,3.0,no,3,1
2727,27,327,val,minimum wage,Accept / Con,2,male,2,41_50,very_well,0,2.0,no,3,1
2728,28,328,val,minimum wage,Accept / Pro,2,male,2,41_50,very_well,0,2.0,no,3,1
2729,29,329,val,minimum wage,Reject,2,male,2,31_40,very_well,0,1.0,no,3,0
2730,30,330,val,minimum wage,Accept / Pro,2,male,2,31_40,very_well,0,3.0,no,3,1
2731,31,331,val,minimum wage,Reject,2,male,4,31_40,very_well,0,2.0,no,3,0
2732,32,332,val,minimum wage,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
2733,33,333,val,minimum wage,Reject,2,male,3,31_40,very_well,0,9.0,yes,3,0
2734,34,334,val,minimum wage,Accept / Pro,2,male,2,21_30,very_well,,2.0,no,3,1
2735,35,335,val,minimum wage,Reject,2,male,2,21_30,very_well,,2.0,no,3,0
